PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"6738784","Aerobic exercise training and improved neuropsychological function of older individuals","Dustman RE, Ruhling RO, Russell EM, Shearer DE, Bonekat HW, Shigeoka JW, Wood JS, Bradford DC.","Neurobiol Aging. 1984 Spring;5(1):35-42. doi: 10.1016/0197-4580(84)90083-6.","Dustman RE","Neurobiol Aging","1984","1984/01/01","","","10.1016/0197-4580(84)90083-6"
"6145286","Maternal beta-adrenoceptor blockade reduces fetal tolerance to asphyxia. A study in pregnant sheep","Kjellmer I, Dagbjartsson A, Hrbek A, Karlsson K, Rosén KG.","Acta Obstet Gynecol Scand Suppl. 1984;118:75-80. doi: 10.3109/00016348409157128.","Kjellmer I","Acta Obstet Gynecol Scand Suppl","1984","1984/01/01","","","10.3109/00016348409157128"
"6640016","The component structure of event-related slow potentials: task, ISI, and warning stimulus effects on the 'E' wave","Simons RF, Hoffman JE, MacMillan FW 3rd.","Biol Psychol. 1983 Sep-Nov;17(2-3):193-219. doi: 10.1016/0301-0511(83)90019-4.","Simons RF","Biol Psychol","1983","1983/09/01","","","10.1016/0301-0511(83)90019-4"
"6867228","Influence of total sleep deprivation on event-related potentials in man","Gauthier P, Gottesmann C.","Psychophysiology. 1983 May;20(3):351-5. doi: 10.1111/j.1469-8986.1983.tb02167.x.","Gauthier P","Psychophysiology","1983","1983/05/01","","","10.1111/j.1469-8986.1983.tb02167.x"
"6839789","Protective effects of beta blockade on pulmonary function when intracranial pressure is elevated","Colgan FJ, Sawa T, Teneyck LG, Izzo JL Jr.","Crit Care Med. 1983 May;11(5):368-72. doi: 10.1097/00003246-198305000-00010.","Colgan FJ","Crit Care Med","1983","1983/05/01","","","10.1097/00003246-198305000-00010"
"6301311","Bremazocine: an opiate that induces sedation and analgesia without respiratory depression","Freye E, Hartung E, Schenk GK.","Anesth Analg. 1983 May;62(5):483-8.","Freye E","Anesth Analg","1983","1983/05/01","","",""
"6669632","Evaluation of zopiclone physical dependence liability in normal volunteers","Dorian P, Sellers EM, Kaplan H, Hamilton C.","Pharmacology. 1983;27 Suppl 2:228-34. doi: 10.1159/000137931.","Dorian P","Pharmacology","1983","1983/01/01","","","10.1159/000137931"
"6667103","Evaluation of contingencies and conditional probabilities. A psychophysiological approach to anhedonia","Lutzenberger W, Birbaumer N, Rockstroh B, Elbert T.","Arch Psychiatr Nervenkr (1970). 1983;233(6):471-88. doi: 10.1007/BF00342787.","Lutzenberger W","Arch Psychiatr Nervenkr (1970)","1983","1983/01/01","","","10.1007/BF00342787"
"6144515","The psychophysiology of anxiety","Lader M.","Encephale. 1983;9(4 Suppl 2):205B-210B.","Lader M","Encephale","1983","1983/01/01","","",""
"6136936","Pharmaco-EEG and Psychometric study of the effect of single doses of temazepam and nitrazepam","Matejcek M, Neff G, Abt K, Wehrli W.","Neuropsychobiology. 1983;9(1):52-65. doi: 10.1159/000117938.","Matejcek M","Neuropsychobiology","1983","1983/01/01","","","10.1159/000117938"
"7178183","Interaction between nicotine and endogenous opioid mechanisms in the unanesthetized dog","Kamerling SG, Wettstein JG, Sloan JW, Su TP, Martin WR.","Pharmacol Biochem Behav. 1982 Oct;17(4):733-40. doi: 10.1016/0091-3057(82)90355-0.","Kamerling SG","Pharmacol Biochem Behav","1982","1982/10/01","","","10.1016/0091-3057(82)90355-0"
"7142486","Lateral septal lesions enhance conditioned bradycardia in the rabbit","Powell DA, Milligan WL, Mull P.","J Comp Physiol Psychol. 1982 Oct;96(5):742-54. doi: 10.1037/h0077929.","Powell DA","J Comp Physiol Psychol","1982","1982/10/01","","","10.1037/h0077929"
"7126726","Anticipatory pleasure deficit in subjects reporting physical anhedonia: slow cortical evidence","Simons RF, MacMillan FW 3rd, Ireland FB.","Biol Psychol. 1982 May-Jun;14(3-4):298-310. doi: 10.1016/0301-0511(82)90010-2.","Simons RF","Biol Psychol","1982","1982/05/01","","","10.1016/0301-0511(82)90010-2"
"7079380","Changes in hippocampal rhythmic slow activity during instrumental cardiovascular conditioning in the monkey (Macaca mulatta)","Joseph JA, Quilter RE, Engel BT.","Physiol Behav. 1982 Apr;28(4):653-9. doi: 10.1016/0031-9384(82)90047-6.","Joseph JA","Physiol Behav","1982","1982/04/01","","","10.1016/0031-9384(82)90047-6"
"7188376","Evaluation of zopiclone physical dependence liability in normal volunteers","Dorian P, Sellers EM, Kaplan H, Hamilton C.","Int Pharmacopsychiatry. 1982;17 Suppl 2:228-34.","Dorian P","Int Pharmacopsychiatry","1982","1982/01/01","","",""
"7170675","Effects of naloxone on ethanol and acetaldehyde-induced electroencephalographic changes in rabbits","Manzo L, Tartara A, Bo P, Maurelli M, Mazzella G, Savoldi F.","Subst Alcohol Actions Misuse. 1982;3(3):153-61.","Manzo L","Subst Alcohol Actions Misuse","1982","1982/01/01","","",""
"7159206","Slow brain potentials after withdrawal of control","Elbert T, Rockstroh B, Lutzenberger W, Birbaumer N.","Arch Psychiatr Nervenkr (1970). 1982;232(3):201-14. doi: 10.1007/BF02141781.","Elbert T","Arch Psychiatr Nervenkr (1970)","1982","1982/01/01","","","10.1007/BF02141781"
"6815696","Pharmaco-EEG study of 6-azamianserin (ORG 3770): dissociation of EEG and pharmacologic predictors of antidepressant activity","Fink M, Irwin P.","Psychopharmacology (Berl). 1982;78(1):44-8. doi: 10.1007/BF00470586.","Fink M","Psychopharmacology (Berl)","1982","1982/01/01","","","10.1007/BF00470586"
"7342986","EEG and cardiac correlates of neuroticism: a psychophysiological comparison of neurotics and normal controls in relation to personality","Plooij-van Gorsel E.","Biol Psychol. 1981 Dec;13:141-56. doi: 10.1016/0301-0511(81)90032-6.","Plooij-van Gorsel E","Biol Psychol","1981","1981/12/01","","","10.1016/0301-0511(81)90032-6"
"6275437","Effect of an ACTH 4-9 analog on human cortical evoked potentials in a constant foreperiod reaction time paradigm","Rockstroh B, Elbert T, Lutzenberger W, Birbaumer N, Fehm HL, Voigt KH.","Psychoneuroendocrinology. 1981 Dec;6(4):301-10. doi: 10.1016/0306-4530(81)90015-9.","Rockstroh B","Psychoneuroendocrinology","1981","1981/12/01","","","10.1016/0306-4530(81)90015-9"
"6119722","Effect of an ACTH 4-9 analog on human cortical evoked potentials in a two-stimulus reaction time paradigm","Fehm-Wolfsdorf G, Elbert T, Lutzenberger W, Rockstroh B, Birbaumer N, Fehm HL.","Psychoneuroendocrinology. 1981 Dec;6(4):311-20. doi: 10.1016/0306-4530(81)90016-0.","Fehm-Wolfsdorf G","Psychoneuroendocrinology","1981","1981/12/01","","","10.1016/0306-4530(81)90016-0"
"7233213","Electroencephalographic tolerance and abstinence phenomena during repeated alcohol ingestion by nonalcoholics","Zilm DH, Kaplan HL, Capell H.","Science. 1981 Jun 5;212(4499):1175-7. doi: 10.1126/science.7233213.","Zilm DH","Science","1981","1981/06/05","","","10.1126/science.7233213"
"7273668","Ethanol-induced spontaneous and evoked EEG, heart rate, and respiration rate changes in man","Zilm DH.","Clin Toxicol. 1981 May;18(5):549-63. doi: 10.3109/15563658108990282.","Zilm DH","Clin Toxicol","1981","1981/05/01","","","10.3109/15563658108990282"
"7228045","Evoked potential amplitude as a measure of attention in working environments: a comparative study of telephone switchboard design","Wastell DG, Brown ID, Copeman AK.","Hum Factors. 1981 Feb;23(1):117-21. doi: 10.1177/001872088102300111.","Wastell DG","Hum Factors","1981","1981/02/01","","","10.1177/001872088102300111"
"7329419","Electroconvulsive shock results in a functional activation of endorphin systems","Holaday JW, Tortella FC, Belenky GL.","Mod Probl Pharmacopsychiatry. 1981;17:142-57. doi: 10.1159/000402411.","Holaday JW","Mod Probl Pharmacopsychiatry","1981","1981/01/01","","","10.1159/000402411"
"7207807","Changes in the cortical slow potential and unit activity during conditioning in rabbits","Mnukhina RS.","Neurosci Behav Physiol. 1980 Sep-Oct;10(5):445-51. doi: 10.1007/BF01187008.","Mnukhina RS","Neurosci Behav Physiol","1980","1980/09/01","","","10.1007/BF01187008"
"7409042","Resistance to tonic-clonic seizures after amygdaloid kindling in cats","Stock G, Klimpel L, Sturm V, Schlör KH.","Exp Neurol. 1980 Aug;69(2):239-46. doi: 10.1016/0014-4886(80)90207-1.","Stock G","Exp Neurol","1980","1980/08/01","","","10.1016/0014-4886(80)90207-1"
"7398184","Sedative and cardiovascular effects of clonidine and nitrazepam","Hossmann V, Maling TJ, Hamilton CA, Reid JL, Dollery CT.","Clin Pharmacol Ther. 1980 Aug;28(2):167-76. doi: 10.1038/clpt.1980.146.","Hossmann V","Clin Pharmacol Ther","1980","1980/08/01","","","10.1038/clpt.1980.146"
"6770408","Combined effects of alcohol and sleep deprivation in normal young adults","Peeke SC, Callaway E, Jones RT, Stone GC, Doyle J.","Psychopharmacology (Berl). 1980;67(3):279-87. doi: 10.1007/BF00431270.","Peeke SC","Psychopharmacology (Berl)","1980","1980/01/01","","","10.1007/BF00431270"
"523172","Effects of the synthetic enkephalin analogue FK 33-824 on pain threshold and pain tolerance in man","Stacher G, Bauer P, Steinringer H, Schreiber E, Schmierer G.","Pain. 1979 Oct;7(2):159-172. doi: 10.1016/0304-3959(79)90007-1.","Stacher G","Pain","1979","1979/10/01","","","10.1016/0304-3959(79)90007-1"
"504423","Cholecystokinin decreases appetite and activation evoked by stimuli arising from the preparation of a meal in man","Stacher G, Bauer H, Steinringer H.","Physiol Behav. 1979 Aug;23(2):325-31. doi: 10.1016/0031-9384(79)90374-3.","Stacher G","Physiol Behav","1979","1979/08/01","","","10.1016/0031-9384(79)90374-3"
"464884","Effects of pentobaribtal and ketamine on brain stem auditory potentials. Latency and amplitude intensity functions after intraperitoneal administration","Bobbin RP, May JG, Lemoine RL.","Arch Otolaryngol. 1979 Aug;105(8):467-70. doi: 10.1001/archotol.1979.00790200029006.","Bobbin RP","Arch Otolaryngol","1979","1979/08/01","","","10.1001/archotol.1979.00790200029006"
"225298","Overview of selected basic research in autism","Piggott LR.","J Autism Dev Disord. 1979 Jun;9(2):199-218. doi: 10.1007/BF01531534.","Piggott LR","J Autism Dev Disord","1979","1979/06/01","","","10.1007/BF01531534"
"543441","Slow cortical and heart rate correlates of discrimination performance","Gaillard AW, Perdok J.","Acta Psychol (Amst). 1979 May;43(3):185-98. doi: 10.1016/0001-6918(79)90025-8.","Gaillard AW","Acta Psychol (Amst)","1979","1979/05/01","","","10.1016/0001-6918(79)90025-8"
"470396","Physiological responses of men alcoholics and controls to varying sensory stimulation","Ludwig AM, Wikler A, Buchsbaum M, Cain RB, Vannier MW.","J Stud Alcohol. 1979 May;40(5):472-5. doi: 10.15288/jsa.1979.40.472.","Ludwig AM","J Stud Alcohol","1979","1979/05/01","","","10.15288/jsa.1979.40.472"
"551738","Heart rate variability in full-term normal and abnormal newborn infants during sleep","Miyazaki S, Watanabe K, Hara K.","Brain Dev. 1979;1(1):57-60. doi: 10.1016/s0387-7604(79)80035-2.","Miyazaki S","Brain Dev","1979","1979/01/01","","","10.1016/s0387-7604(79)80035-2"
"491873","Visual evoked potentials and signal detection following a marathon race","Gliner JA, Matsen-Twisdale JA, Horvath SM, Maron MB.","Med Sci Sports. 1979 Summer;11(2):155-9.","Gliner JA","Med Sci Sports","1979","1979/01/01","","",""
"42141","Recent studies of psychophysiology in schizophrenia","Spohn HE, Patterson T.","Schizophr Bull. 1979;5(4):581-611. doi: 10.1093/schbul/5.4.581.","Spohn HE","Schizophr Bull","1979","1979/01/01","","","10.1093/schbul/5.4.581"
"215613","A review of psychophysiological research with hyperkinetic children","Hastings JE, Barkley RA.","J Abnorm Child Psychol. 1978 Dec;6(4):413-47. doi: 10.1007/BF00926054.","Hastings JE","J Abnorm Child Psychol","1978","1978/12/01","","","10.1007/BF00926054"
"81747","Evoked K-complexes and cardiovascular responses to spindle-synchronous and spindle-asynchronous stimulus clicks during NREM sleep","Church MW, Johnson LC, Seales DM.","Electroencephalogr Clin Neurophysiol. 1978 Oct;45(4):443-53. doi: 10.1016/0013-4694(78)90289-4.","Church MW","Electroencephalogr Clin Neurophysiol","1978","1978/10/01","","","10.1016/0013-4694(78)90289-4"
"365124","Psychophysiological correlates of the practice of Tantric Yoga meditation","Corby JC, Roth WT, Zarcone VP Jr, Kopell BS.","Arch Gen Psychiatry. 1978 May;35(5):571-7. doi: 10.1001/archpsyc.1978.01770290053005.","Corby JC","Arch Gen Psychiatry","1978","1978/05/01","","","10.1001/archpsyc.1978.01770290053005"
"619947","Central nervous system depressant actions of clonidine and UK-14,304: partial dissociation of EEG and behavioural effects","Ashton H, Rawlins MD.","Br J Clin Pharmacol. 1978 Feb;5(2):135-40. doi: 10.1111/j.1365-2125.1978.tb01614.x.","Ashton H","Br J Clin Pharmacol","1978","1978/02/01","PMC1429239","","10.1111/j.1365-2125.1978.tb01614.x"
"753626","Cerebral metabolic, hemodynamic and antihypoxic properties of l-eburnamonine","Linée P, Lacroix P, Le Polles JB, Aurousseau M, Boulu R, Van den Driessche J, Albert O.","Eur Neurol. 1978;17 Suppl 1:113-20. doi: 10.1159/000115014.","Linée P","Eur Neurol","1978","1978/01/01","","","10.1159/000115014"
"888655","Changes in the contingent negative variation at different intervals between stimuli [proceedings]","Dincheva E, Tsaneva N.","Act Nerv Super (Praha). 1977 May;19(2):138-40.","Dincheva E","Act Nerv Super (Praha)","1977","1977/05/01","","",""
"840599","Cardiac deceleration as an indicator of correct performance","Carriero NJ, Fite J Jr.","Percept Mot Skills. 1977 Feb;44(1):275-82. doi: 10.2466/pms.1977.44.1.275.","Carriero NJ","Percept Mot Skills","1977","1977/02/01","","","10.2466/pms.1977.44.1.275"
"1017457","Relationship between central and autonomic nervous system activity: correlates of psychomotor performance in elderly men","Harkins SW, Thompson LW, Moss SF, Nowlin JB.","Exp Aging Res. 1976 Sep;2(5):409-23. doi: 10.1080/03610737608257999.","Harkins SW","Exp Aging Res","1976","1976/09/01","","","10.1080/03610737608257999"
"22216493","A comparison of some physiological and psychological effects of propranolol and diazepam in normal subjects","Ashton H, Millman JE, Telford R, Thompson JW.","Br J Clin Pharmacol. 1976 Aug;3(4):551-9. doi: 10.1111/j.1365-2125.1976.tb04874.x.","Ashton H","Br J Clin Pharmacol","1976","2012/01/06","PMC1428901","","10.1111/j.1365-2125.1976.tb04874.x"
"22216490","An electroencephalographic investigation of short-term effects of three hypothalamic hormones (TRH, LH/FSH-RH, GH-RIH) in normal subjects","Ashton H, Millman JE, Telford R, Thompson JW, Davies TF, Hall R.","Br J Clin Pharmacol. 1976 Aug;3(4):523-31. doi: 10.1111/j.1365-2125.1976.tb04871.x.","Ashton H","Br J Clin Pharmacol","1976","2012/01/06","PMC1428921","","10.1111/j.1365-2125.1976.tb04871.x"
"938707","Psychophysical judgment: electro-cortical and heart rate correlates of accuracy and uncertainty","Simons RF, Lang PJ.","Biol Psychol. 1976 Mar;4(1):51-64. doi: 10.1016/0301-0511(76)90030-2.","Simons RF","Biol Psychol","1976","1976/03/01","","","10.1016/0301-0511(76)90030-2"
"1249570","Centrol and peripheral correlates of anxiety: a comparative study","Tyrer PJ, Lader MH.","J Nerv Ment Dis. 1976 Feb;162(2):99-104. doi: 10.1097/00005053-197602000-00003.","Tyrer PJ","J Nerv Ment Dis","1976","1976/02/01","","","10.1097/00005053-197602000-00003"
"237601","Effect of pentazocine on the evoked potentials recorded in the primary somesthetic cortical areas of guinea pigs","Moyano RS, Kayser D, Grall Y, Hernandez A, Ruiz S, Paeile C.","Brain Res. 1975 May 9;88(3):475-81. doi: 10.1016/0006-8993(75)90658-7.","Moyano RS","Brain Res","1975","1975/05/09","","","10.1016/0006-8993(75)90658-7"
"1172265","Marijuana: heart rate and EEG response","Linton PH, Kuechenmeister CA, White HB, Travis RP.","Res Commun Chem Pathol Pharmacol. 1975 Feb;10(2):201-14.","Linton PH","Res Commun Chem Pathol Pharmacol","1975","1975/02/01","","",""
"1123127","Electrophysiological tests of hearing","Henderson A.","Dev Med Child Neurol. 1975 Feb;17(1):96-9. doi: 10.1111/j.1469-8749.1975.tb04965.x.","Henderson A","Dev Med Child Neurol","1975","1975/02/01","","","10.1111/j.1469-8749.1975.tb04965.x"
"1226231","Hypno-analgesia and acupuncture analgesia: a neurophysiological reality?","Saletu B, Saletu M, Brown M, Stern J, Sletten I, Ulett G.","Neuropsychobiology. 1975;1(4):218-42. doi: 10.1159/000117497.","Saletu B","Neuropsychobiology","1975","1975/01/01","","","10.1159/000117497"
"234698","Comparative evaluation of a new inhalation anesthetic, BAX-3224, and halothane in Macaca speciosa","Sawyer DC, Hartsfield SM, Howard DR, Cunningham JG.","Anesth Analg. 1975 Jan-Feb;54(1):144-51. doi: 10.1213/00000539-197501000-00036.","Sawyer DC","Anesth Analg","1975","1975/01/01","","","10.1213/00000539-197501000-00036"
"22454915","Physiological response to propranolol and diazepam in chronic anxiety","Tyrer PJ, Lader MH.","Br J Clin Pharmacol. 1974 Oct;1(5):387-90. doi: 10.1111/j.1365-2125.1974.tb00274.x.","Tyrer PJ","Br J Clin Pharmacol","1974","2012/03/29","PMC1402483","","10.1111/j.1365-2125.1974.tb00274.x"
"22454914","Physiological and psychological effects of ±-propranolol, +-propranolol and diazepam in induced anxiety","Tyrer PJ, Lader MH.","Br J Clin Pharmacol. 1974 Oct;1(5):379-85. doi: 10.1111/j.1365-2125.1974.tb00273.x.","Tyrer PJ","Br J Clin Pharmacol","1974","2012/03/29","PMC1402475","","10.1111/j.1365-2125.1974.tb00273.x"
"4418485","Effect of emotions on visual evoked potentials","Torda C.","Percept Mot Skills. 1974 Aug;39(1 Pt 2):663-8. doi: 10.2466/pms.1974.39.1.663.","Torda C","Percept Mot Skills","1974","1974/08/01","","","10.2466/pms.1974.39.1.663"
